deliverable_id:ID(Deliverable),title,deliverableType
101046203_16_DELIVHORIZON,D4.1 Infectious diseases toolkit,"Websites, patent fillings, videos etc."
101046203_17_DELIVHORIZON,D4.2 Common analysis environment,"Websites, patent fillings, videos etc."
101046203_18_DELIVHORIZON,D4.3 Provenance model,"Documents, reports"
101046203_19_DELIVHORIZON,D5.1 Enriched report viral variants and health outcomes,"Documents, reports"
101046203_20_DELIVHORIZON,D5.2 Secondary use of vaccine trial data and biosamples,"Documents, reports"
101046203_21_DELIVHORIZON,D5.3a Mechanistic analyses via the COVID-19 Disease Map,"Documents, reports"
101046203_22_DELIVHORIZON,D6.1 Stakeholder engagement report,"Documents, reports"
101046203_23_DELIVHORIZON,D6.2 The training efforts report,"Documents, reports"
101046203_24_DELIVHORIZON,"D7.1 Dissemination, exploitation and communication Plan","Documents, reports"
101046203_25_DELIVHORIZON,D7.2 Public report showcasing industry value from infectious disease data,"Documents, reports"
101046203_26_DELIVHORIZON,D7.3 Report on public engagement activities,"Documents, reports"
101046203_27_DELIVHORIZON,D8.1.1 Project Handbook initial release and periodic updates,"Documents, reports"
101046203_29_DELIVHORIZON,D8.3 Report on sustainability plans,"Documents, reports"
101046203_30_DELIVHORIZON,D3.3.2 COVID-19 Data Portal,"Documents, reports"
101046203_31_DELIVHORIZON,D8.1.2 Project Handbook initial release and periodic updates.,"Documents, reports"
101046203_32_DELIVHORIZON,D8.1.3 Project Handbook initial release and periodic updates,"Documents, reports"
101046203_35_DELIVHORIZON,D5.3b Hot Spot detection through wastewater surveillance and samples data collection,"Documents, reports"
101046203_36_DELIVHORIZON,D8.4: BY-COVID Policy Brief I: Open data to support European pandemic preparedness,"Documents, reports"
101046203_37_DELIVHORIZON,D8.5: BY-COVID Policy Brief II,"Documents, reports"
101046203_38_DELIVHORIZON,D1.4 The repurposing of 2 national SARS-CoV-2 data portals towards national pathogen portals,"Documents, reports"
101046203_6_DELIVHORIZON,D1.1 Extended workflows,"Documents, reports"
101046203_7_DELIVHORIZON,D1.2 Preparedness Data Hub,"Documents, reports"
101046203_8_DELIVHORIZON,D1.3 Tracking and open analytics tools,"Documents, reports"
101046203_9_DELIVHORIZON,D2.1 Initial data and metadata harmonisation at domain level to enable fast responses to COVID-19,"Documents, reports"
101046217_23_DELIVHORIZON,Public Website and logo,"Websites, patent fillings, videos etc."
101046217_24_DELIVHORIZON,Ethics plan,"Documents, reports"
101046217_25_DELIVHORIZON,Data Management Plan,"Documents, reports"
101046217_2_DELIVHORIZON,Characterisation of antibodies for nanobody design,"Demonstrators, pilots, prototypes"
101046217_31_DELIVHORIZON,Reporting period 1 update of the Data Management Plan,"Documents, reports"
101046217_32_DELIVHORIZON,Reporting period 2 update of the Data Management Plan,"Documents, reports"
101046217_9_DELIVHORIZON,"Model sensor chips delivered to support photonics, assay and integration developments","Demonstrators, pilots, prototypes"
101046231_18_DELIVHORIZON,Website + Social Network Profiles,"Websites, patent fillings, videos etc."
101046231_19_DELIVHORIZON,International Workshop,"Websites, patent fillings, videos etc."
101046231_20_DELIVHORIZON,Press-release,"Websites, patent fillings, videos etc."
101046294_13_DELIVHORIZON,CORENET website,"Websites, patent fillings, videos etc."
101046294_14_DELIVHORIZON,Dissemination and Exploitation Including Communica-tion Activities,"Documents, reports"
101046297_19_DELIVHORIZON,Goal & scope report,"Documents, reports"
101046297_23_DELIVHORIZON,Website and media,"Websites, patent fillings, videos etc."
101046297_28_DELIVHORIZON,Data Management Plan,"Documents, reports"
101046297_29_DELIVHORIZON,RP1 update of the Data Management Plan,"Documents, reports"
101046297_30_DELIVHORIZON,RP2 update of the Data Management Plan,"Documents, reports"
101046298_10_DELIVHORIZON,E-Learning Platform for NCPs,"Documents, reports"
101046298_11_DELIVHORIZON,1st report on training/workshops and webinar activities,"Documents, reports"
101046298_14_DELIVHORIZON,EIC Pathfinder dedicated support measures,"Documents, reports"
101046298_15_DELIVHORIZON,1st Updated EIC Pathfinder dedicated support measures,"Documents, reports"
101046298_16_DELIVHORIZON,2nd Updated EIC Pathfinder dedicated support measures,"Documents, reports"
101046298_19_DELIVHORIZON,EIC Transition dedicated support measures,"Documents, reports"
101046298_1_DELIVHORIZON,1st Project Report,"Documents, reports"
101046298_20_DELIVHORIZON,1st Updated EIC Transition dedicated support measures,"Documents, reports"
101046298_21_DELIVHORIZON,2nd Updated EIC Transition dedicated support measures,"Documents, reports"
101046298_24_DELIVHORIZON,EIC Accelerator dedicated support measures,"Documents, reports"
101046298_25_DELIVHORIZON,1st Updated EIC Accelerator dedicated support measures,"Documents, reports"
101046298_26_DELIVHORIZON,2nd Updated EIC Accelerator dedicated support measures,"Documents, reports"
101046298_29_DELIVHORIZON,Case Studies EIC,"Documents, reports"
101046298_2_DELIVHORIZON,2nd Project Report,"Documents, reports"
101046298_31_DELIVHORIZON,Case Studies EIT,"Documents, reports"
101046298_33_DELIVHORIZON,Case Studies EIE,"Documents, reports"
101046298_35_DELIVHORIZON,Joint report on common activities with EEN,"Documents, reports"
101046298_39_DELIVHORIZON,Promotional guide to access to EU financial instruments,"Documents, reports"
101046298_40_DELIVHORIZON,Material for the webinars on EU financial instruments,"Websites, patent fillings, videos etc."
101046298_41_DELIVHORIZON,Interim Updated Material for the webinars on EU financial instruments,"Websites, patent fillings, videos etc."
101046298_47_DELIVHORIZON,1st Communication Report,"Documents, reports"
101046298_48_DELIVHORIZON,2nd Communication Report,"Documents, reports"
101046298_49_DELIVHORIZON,3rd Communication Report,"Documents, reports"
101046298_54_DELIVHORIZON,1st Website and Social Media Report,"Documents, reports"
101046298_55_DELIVHORIZON,2nd Website and Social Media Report,"Documents, reports"
101046298_56_DELIVHORIZON,3rd Website and Social Media Report,"Documents, reports"
101046298_63_DELIVHORIZON,"Report on Activities towards support structures: EIT, NCP Networks and EEN","Documents, reports"
101046298_65_DELIVHORIZON,Report on signposting with relevant information sources/ platforms. Awareness raising of applicants,"Documents, reports"
101046298_6_DELIVHORIZON,Quality Check,"Documents, reports"
101046298_7_DELIVHORIZON,Training Plan,"Documents, reports"
101046298_8_DELIVHORIZON,1st Updated Training Plan,"Documents, reports"
101046307_11_DELIVHORIZON,Project website and logo,"Websites, patent fillings, videos etc."
101046307_12_DELIVHORIZON,Dissemination and Communication Plan,"Documents, reports"
101046307_16_DELIVHORIZON,Data Management Plan (DMP),"Documents, reports"
101046307_17_DELIVHORIZON,RPX update of the Data Management Plan,"Documents, reports"
101046314_10_DELIVHORIZON,Data warehouse,"Documents, reports"
101046314_15_DELIVHORIZON,Sequencing pipeline optimisation completed,"Documents, reports"
101046314_17_DELIVHORIZON,Travel surveillance network established,"Documents, reports"
101046314_1_DELIVHORIZON,Data Management Plan (draft version),"Documents, reports"
101046314_22_DELIVHORIZON,Mutation prediction pipeline,"Documents, reports"
101046314_23_DELIVHORIZON,Mechanism of VOC transmission using genetic models,"Documents, reports"
101046314_24_DELIVHORIZON,Mathematical transmission dynamic model update,"Documents, reports"
101046314_32_DELIVHORIZON,In vitro SARS-CoV-2 model of various VOCs for antiviral screening studies,"Documents, reports"
101046314_33_DELIVHORIZON,Cohort network and inclusion,"Documents, reports"
101046314_34_DELIVHORIZON,Data standards/harmonisation,"Documents, reports"
101046314_35_DELIVHORIZON,Risk factor for COVID and clinical outcome analysis protocol,"Documents, reports"
101046314_36_DELIVHORIZON,Risk factors for long COVID,"Documents, reports"
101046314_49_DELIVHORIZON,Best practice guidelines for governance structures and processes,"Documents, reports"
101046314_4_DELIVHORIZON,Data Management Plan (Interim version),"Documents, reports"
101046314_55_DELIVHORIZON,DEC plan,"Documents, reports"
101046314_56_DELIVHORIZON,Website,"Documents, reports"
101046314_57_DELIVHORIZON,Infographics to disseminate key results,"Documents, reports"
101046314_6_DELIVHORIZON,Impact Monitoring Framework,"Documents, reports"
101046314_7_DELIVHORIZON,Protocols/questionnaires,"Documents, reports"
101046314_8_DELIVHORIZON,Biospecimen Handbook,"Documents, reports"
101046314_9_DELIVHORIZON,Central Code Repository,"Documents, reports"
101046329_21_DELIVHORIZON,Project webpage and logo,"Websites, patent fillings, videos etc."
101046333_11_DELIVHORIZON,Membrane-forming block-copolymers,Other
101046333_17_DELIVHORIZON,"Project website, Social media presence and electronic newsletters","Websites, patent fillings, videos etc."
101046333_1_DELIVHORIZON,Software 1,Other
101046333_2_DELIVHORIZON,Software 2,Other
101046333_4_DELIVHORIZON,First 3D printable building blocks,Other
101046333_5_DELIVHORIZON,General protocol for the building block synthesis,Other
101046364_11_DELIVHORIZON,ESiM Public website & logo,"Websites, patent fillings, videos etc."
101046364_2_DELIVHORIZON,Report on the theory of pumping surface heat to collective mechanical modes,"Documents, reports"
101046364_9_DELIVHORIZON,Report on the strategies for increasing molecular lifetimes,"Documents, reports"
101046369_10_DELIVHORIZON,Dataset of clustered olfactory descriptors,"Data sets, microdata, etc"
101046369_11_DELIVHORIZON,Report on preliminary BOV rating matrix,"Documents, reports"
101046369_13_DELIVHORIZON,Dataset of tested BOV matrix,"Data sets, microdata, etc"
101046369_28_DELIVHORIZON,Dataset of BOV description matrix of healthy/sick BOV,"Data sets, microdata, etc"
101046369_5_DELIVHORIZON,Report on Investigation of Gender Dimension,"Documents, reports"
101046369_6_DELIVHORIZON,Report on Analysis of Significant Harm,"Documents, reports"
101046369_9_DELIVHORIZON,Report on pooled BOV samples covering the normative variability in health,"Documents, reports"
101046424_10_DELIVHORIZON,Dataset of GaN thin films,"Data sets, microdata, etc"
101046424_11_DELIVHORIZON,Dataset of PNSs dispersed in solution,"Data sets, microdata, etc"
101046424_22_DELIVHORIZON,Website & project logo,"Websites, patent fillings, videos etc."
101046424_2_DELIVHORIZON,Data management plan,"Documents, reports"
101046424_4_DELIVHORIZON,RP2 update of the data management plan,"Documents, reports"
101046424_8_DELIVHORIZON,Dataset of pharmaceutical samples,"Data sets, microdata, etc"
101046448_10_DELIVHORIZON,Portablesamplesetupforcavitationpeening experiments.,"Demonstrators, pilots, prototypes"
101046448_11_DELIVHORIZON,Report on the simulations of cavitation peening.,"Documents, reports"
101046448_12_DELIVHORIZON,Report on technical requirement analysis of future applications.,"Documents, reports"
101046448_13_DELIVHORIZON,"Report on laser-cavitation experiment, data evaluation, and improvement of the CFD models.","Documents, reports"
101046448_14_DELIVHORIZON,"Project website, logo and materials","Demonstrators, pilots, prototypes"
101046448_16_DELIVHORIZON,Report on dissemination activities and reports on conferences,"Documents, reports"
101046448_2_DELIVHORIZON,Realisation and characterization of the crystals for MHz-TOMOSCOPY prototype,"Demonstrators, pilots, prototypes"
101046448_3_DELIVHORIZON,Realisation of the mechatronics for the MHz- TOMOSCOPY prototype,"Demonstrators, pilots, prototypes"
101046448_4_DELIVHORIZON,Report on realization of the MHz-TOMOSCOPY prototype including integration of sample environment,"Documents, reports"
101046448_6_DELIVHORIZON,Simulation framework,Other
101046448_7_DELIVHORIZON,Fast data interface,Other
101046448_8_DELIVHORIZON,Machine learning framework,Other
101046451_10_DELIVHORIZON,Validated DREAM prototypes with (multi)sinewave and fluctuating illumination (M12),"Documents, reports"
101046451_12_DELIVHORIZON,Kinetic data in conditioned C. reinhardtii lines,"Documents, reports"
101046451_34_DELIVHORIZON,Project website and project logo,"Documents, reports"
101046451_4_DELIVHORIZON,Numerical environment,"Documents, reports"
101046451_5_DELIVHORIZON,Proximal and remote imaging DREAM prototypes (M6),"Documents, reports"
101046451_7_DELIVHORIZON,Microfluidic device,"Documents, reports"
101046451_8_DELIVHORIZON,"Luminescent nanosensors for O2, pH, and CO2 (M12)","Documents, reports"
101046458_11_DELIVHORIZON,DMP update RP2,"Documents, reports"
101046458_13_DELIVHORIZON,Technical report on acoustically bent crystals,"Documents, reports"
101046458_14_DELIVHORIZON,Report with curvature data of BC as a function of PLM parameters.,"Documents, reports"
101046458_15_DELIVHORIZON,Exhibition at ESOF 2024,"Websites, patent fillings, videos etc."
101046458_17_DELIVHORIZON,Results of characterisation of Si-Ge superlattices,"Documents, reports"
101046458_19_DELIVHORIZON,Validation of multiscale modelling of particles' propagation in various crystalline structures,"Documents, reports"
101046458_1_DELIVHORIZON,TECHNO-CLS website & logo,"Websites, patent fillings, videos etc."
101046458_20_DELIVHORIZON,Validation of modelling of BC and PBC fabricated via different technologies,"Documents, reports"
101046458_21_DELIVHORIZON,Report on emission spectra from electrons and positrons at MAMI,"Documents, reports"
101046458_22_DELIVHORIZON,"Report on emission spectra from electrons and positrons at DESY, CERN and SLAC","Documents, reports"
101046458_2_DELIVHORIZON,DMP,"Documents, reports"
101046458_3_DELIVHORIZON,Plan for dissemination and exploitation,"Documents, reports"
101046458_4_DELIVHORIZON,Roadmap for construction and commercial development of CLS,"Documents, reports"
101046458_5_DELIVHORIZON,DMP Update RP1,"Documents, reports"
101046458_7_DELIVHORIZON,Videos detailing the aims and objectives of TECHNO-CLS,"Websites, patent fillings, videos etc."
101046458_8_DELIVHORIZON,Description of the CLS DB,"Documents, reports"
101046475_18_DELIVHORIZON,First version of open repository of USCT data and algorithms,"Websites, patent fillings, videos etc."
101046475_1_DELIVHORIZON,Project Management and Quality Guidelines,"Documents, reports"
101046475_20_DELIVHORIZON,Website and Project Logo,"Websites, patent fillings, videos etc."
101046475_21_DELIVHORIZON,White paper,"Documents, reports"
101046475_2_DELIVHORIZON,Data Management Plan,"Documents, reports"
101046475_3_DELIVHORIZON,Gender and Equality Committee guidelines,"Documents, reports"
101046475_4_DELIVHORIZON,Final Data Management Plan,"Documents, reports"
101046489_15_DELIVHORIZON,Spatio-temp. maps of optimal pillar samples,"Demonstrators, pilots, prototypes"
101046489_16_DELIVHORIZON,Spatio-temp. maps of optimal twisted samples,"Demonstrators, pilots, prototypes"
101046489_18_DELIVHORIZON,Experimental set up,"Documents, reports"
101046489_1_DELIVHORIZON,T-matrix of spheres and pillars,"Documents, reports"
101046489_22_DELIVHORIZON,Project Management Handbook,"Documents, reports"
101046489_23_DELIVHORIZON,Data Management Plan (DMP),"Data sets, microdata, etc"
101046489_24_DELIVHORIZON,Project website and social media profiles,"Websites, patent fillings, videos etc."
101046489_25_DELIVHORIZON,First dissemination and exploitation plans,"Websites, patent fillings, videos etc."
101046489_2_DELIVHORIZON,Formulation of multiple scattering,"Documents, reports"
